"timestamp","speed","rpm","engine_temp","fuel_level","tyre_fl","tyre_fr","tyre_rl","tyre_rr"
2026-02-24 08:05:25,32.6,2255,86.1,92.9,31.4,32.6,32.5,30.2
2026-02-24 08:05:26,62.2,3508,93.8,92.9,33.8,30.7,33.3,32.8
2026-02-24 08:05:27,45.5,2797,97.9,92.83,31.4,31.2,34.2,33
2026-02-24 08:05:28,32.5,2250,96.7,92.81,31.4,31.7,31.1,32.6
2026-02-24 08:05:29,44,2788,92,92.79,29.9,33.1,33.3,32.3
2026-02-24 08:05:30,56.2,3369,99.6,92.79,33.1,31.1,34.2,30.4
2026-02-24 08:05:31,38.6,2345,102.6,92.77,32.3,31.3,32.5,33.7
2026-02-24 08:05:32,33.4,2679,90.1,92.76,32.1,30.9,32.8,35.3
2026-02-24 08:05:33,47.3,3269,94.6,92.72,32.7,31.4,32.6,31.7
2026-02-24 08:05:34,59.8,3591,98.9,92.72,32.6,30.7,32.1,32.5
2026-02-24 08:05:35,43.9,2538,90.3,92.72,31,34.3,31.6,33.2
2026-02-24 08:05:36,24.2,2005,92.8,92.69,33.8,31.7,33.1,32.2
2026-02-24 08:05:37,25.4,1551,85.4,92.67,31.4,32.1,33.7,33.3
2026-02-24 08:05:38,33.5,2131,86.7,92.66,31.1,31.7,32.6,34.1
2026-02-24 08:05:39,37.1,2619,77.7,92.66,31.1,34.1,34.3,34.2
2026-02-24 08:05:40,44.7,2498,87.9,92.63,29.9,33.4,33.2,30.8
2026-02-24 08:05:41,55.1,3175,88.8,92.62,32.7,31.1,31.8,33.1
2026-02-24 08:05:42,38.5,2195,98.4,92.6,31.3,34.2,35,34.3
2026-02-24 08:05:43,28.3,1749,85.4,92.58,32.6,31.6,31.7,34.2
2026-02-24 08:05:44,54.1,2521,91.5,92.52,30,33.9,33.2,33.7
2026-02-24 08:05:45,49.1,2821,89.5,92.5,31.4,31.7,31.9,35.1
2026-02-24 08:05:46,62.4,3956,89.7,92.5,32.3,31.2,33.4,31.3
2026-02-24 08:05:47,19.8,1282,92.8,92.49,31,32.1,32.6,33.8
2026-02-24 08:05:48,46.3,2883,101,92.49,33.2,31,31.8,31.2
2026-02-24 08:05:49,65.3,3442,85.1,92.46,29.3,32.7,32.3,33.4
2026-02-24 08:05:50,55.9,3419,96.1,92.46,31.7,31.7,35.8,34.8
2026-02-24 08:05:51,32.5,1916,87.8,92.44,32.3,31.9,33.5,32.6
2026-02-24 08:05:52,56,3366,85.2,92.42,30.6,31.7,31.9,32.3
2026-02-24 08:05:53,31.9,2182,97.1,92.42,31.1,34.1,32.5,30.1
2026-02-24 08:05:54,38.2,2726,84.3,92.4,30.8,33.6,32.2,31.9
2026-02-24 08:05:55,62.8,3692,86.3,92.39,32.2,32.1,32.4,33.4
2026-02-24 08:05:56,40.6,2257,98.1,92.37,32.8,33.2,31.8,33.2
2026-02-24 08:05:57,57.4,3370,91.4,92.32,30.9,32.8,33.9,33.7
2026-02-24 08:05:58,40.6,2668,101.5,92.3,33.5,32.7,33.8,32
2026-02-24 08:05:59,21.4,1248,108.3,92.27,30.7,29.5,34,31
2026-02-24 08:06:00,32.3,1813,93.2,92.27,32.8,33.8,36.2,32.6
2026-02-24 08:06:01,28.7,1706,96.6,92.25,31.7,31.6,32.2,32.7
2026-02-24 08:06:02,37.7,2668,92.7,92.24,32.5,33.1,31.2,35.1
2026-02-24 08:06:03,40,2124,88.6,92.21,31,34.2,34,32.7
2026-02-24 08:06:04,42.7,2469,87.7,92.19,32.9,31.3,33.8,33.3
2026-02-24 08:06:05,41.4,2167,98.5,92.17,32.7,30.2,33.1,32.4
2026-02-24 08:06:06,73.4,5076,96.4,92.11,32.7,34.1,32.9,30.9
2026-02-24 08:06:07,24.2,1310,94.8,92.1,32.5,33,32,32.3
2026-02-24 08:06:08,38.8,2600,97.3,92.08,30.7,30.6,33,35.3
2026-02-24 08:06:09,50.2,3023,85.2,92.06,32.3,31.4,32.5,34.6
2026-02-24 08:06:10,69.4,4111,85.4,92.04,32.2,30.9,36.1,35.1
2026-02-24 08:06:11,46.3,2670,92.9,92,31.9,31.5,34.3,34.1
2026-02-24 08:06:12,63.6,3575,95.2,91.97,32.8,33.2,33.7,31.3
2026-02-24 08:06:13,20.3,1620,98.9,91.91,33,33.9,34.1,33.1
2026-02-24 08:06:14,66.7,4190,100.9,91.89,34.3,32.9,31.1,33.1
2026-02-24 08:06:15,34.6,2085,93.1,91.86,33,29.6,32.4,33.2
2026-02-24 08:06:16,40.9,2126,85.4,91.83,31.5,30.9,34.3,34.4
2026-02-24 08:06:17,28.4,1558,84.8,91.78,31.9,31.9,33.3,29.9
2026-02-24 08:06:18,47,3106,86.2,91.77,32.1,31.1,32,32.2
2026-02-24 08:06:19,71.8,4010,100.4,91.75,33.1,30.6,34.6,32.6
2026-02-24 08:06:20,81.3,4706,94.4,91.73,33.3,32.5,31.9,33.4
2026-02-24 08:06:21,28.8,1963,100.9,91.72,32.4,32.4,35.7,33.2
2026-02-24 08:06:22,52.3,3252,87.9,91.7,32.1,32.5,32.9,29.7
2026-02-24 08:06:23,65.8,3768,91.7,91.7,31.7,33.1,29.1,33.7
2026-02-24 08:06:24,42.1,3022,95.8,91.7,30.1,33.8,33.4,32.7
2026-02-24 08:06:25,41.7,2145,94.1,91.68,31.9,31,32.5,33.4
2026-02-24 08:06:26,40.4,2849,84.9,91.63,32,32.4,32.8,31.3
2026-02-24 08:06:27,54,3484,83.1,91.6,32.1,33.6,33.7,31.4
2026-02-24 08:06:28,66,3331,77.3,91.54,31.9,31.8,33.9,33.4
2026-02-24 08:06:29,55.3,3414,95.9,91.54,31.7,31.4,35,32.9
2026-02-24 08:06:30,49.8,3228,95.6,91.49,31,32.2,33,33.3
2026-02-24 08:06:31,40.5,2192,92,91.44,31.2,30.4,30.3,31.7
2026-02-24 08:06:32,52.5,3147,104.2,91.44,29.9,30.8,35.5,30.6
2026-02-24 08:06:33,36.8,1721,93.7,91.44,34.1,32,32.2,32.3
2026-02-24 08:06:34,40.8,2176,89,91.43,32.5,32.2,32.6,32.2
2026-02-24 08:06:35,61.4,3725,99,91.39,31.1,31.7,31.5,32
2026-02-24 08:06:36,51.6,3177,98,91.37,31.4,32.5,34.5,32.2
2026-02-24 08:06:37,48.6,2894,87.8,91.33,32.6,31,32.7,34.2
2026-02-24 08:06:38,41.2,2240,92.4,91.33,32.6,32.5,31.7,32.8
2026-02-24 08:06:39,59,3718,97.3,91.33,30.5,30.3,31.9,32.4
2026-02-24 08:06:40,65,4298,97.7,91.28,32.5,32.2,34.1,31.3
2026-02-24 08:06:41,32,1740,91.2,91.26,31.7,31.3,33.2,32.5
2026-02-24 08:06:42,45.8,2765,84.3,91.24,31.1,32.2,33.6,32.1
2026-02-24 08:06:43,45.7,2583,102,91.21,31.7,32.4,33,31.4
2026-02-24 08:06:44,36.3,2154,92.8,91.17,32.3,30.7,33.4,32.9
2026-02-24 08:06:45,30,1848,89.2,91.17,33.6,32.4,33.1,35.3
2026-02-24 08:06:46,45,2669,90.2,91.17,30.1,32.7,30.2,32.8
2026-02-24 08:06:47,54.8,3182,89.4,91.14,30.9,32.6,32.3,33
2026-02-24 08:06:48,67.2,3891,81.8,91.08,29.9,34.2,33.2,33
2026-02-24 08:06:49,16.4,994,91,91.06,31.4,33.5,33.8,32
2026-02-24 08:06:50,34.5,2010,97.9,91.05,33,32.4,34,33.4
2026-02-24 08:06:51,40.3,2255,105.7,91.04,33.2,33.1,33,32.3
2026-02-24 08:06:52,20.1,1319,88.8,91.03,33.5,34.4,32.2,32.3
2026-02-24 08:06:53,33.7,2143,90.9,91.03,32.7,31.7,35.6,32.7
2026-02-24 08:06:54,33.3,2049,95.9,91.03,32.8,30.5,32.7,33.9
2026-02-24 08:06:55,34.2,1722,91,91,30.6,31.3,33.5,31.1
2026-02-24 08:06:56,12.2,853,88.8,90.97,31.3,31.2,32.7,31.9
2026-02-24 08:06:57,48.2,3020,90,90.97,33.5,34.4,34,34.1
2026-02-24 08:06:58,35.5,2045,93.3,90.96,31.2,33.3,34.1,34
2026-02-24 08:06:59,67.8,4234,78.5,90.93,32.6,32.1,31.7,31.9
2026-02-24 08:07:00,56.9,3793,88.1,90.93,31.4,30.8,33.1,33.2
2026-02-24 08:07:01,23.2,1490,92.8,90.93,31.6,32,33.3,33.2
2026-02-24 08:07:02,46.5,3020,95,90.9,30.9,33.2,32.1,33.1
2026-02-24 08:07:03,36.1,2551,86.1,90.87,31.7,30.7,32.6,33.9
2026-02-24 08:07:04,58.3,3996,88.4,90.87,32.2,29.6,32.1,33.5
2026-02-24 08:07:05,45.8,2604,81.9,90.87,32.3,33,31.8,35.2
2026-02-24 08:07:06,36.6,2074,94.8,90.84,32.3,30.3,32.9,35.2
2026-02-24 08:07:07,51.6,2997,95.8,90.83,32,33.5,34.4,33.9
2026-02-24 08:07:08,47.3,3168,91.6,90.78,31.9,32.9,32,32.5
2026-02-24 08:07:09,42.5,2725,92.2,90.76,33.4,30.1,32,31.7
2026-02-24 08:07:10,75.3,4805,76.9,90.71,32,31.9,35.7,32.1
2026-02-24 08:07:11,37.1,2316,100.5,90.69,32.2,30.4,32.1,31.9
2026-02-24 08:07:12,37.9,2187,90.2,90.67,33.7,29.8,33.3,32.1
2026-02-24 08:07:13,21.8,871,88.4,90.63,31.2,31.1,31.6,33.2
2026-02-24 08:07:14,44.4,2153,92.1,90.59,30.9,31.3,34.2,30.6
2026-02-24 08:07:15,58.4,4107,95.6,90.57,33.4,33.5,33.4,35.2
2026-02-24 08:07:16,13.9,835,101.4,90.53,35,32,33.9,30.8
2026-02-24 08:07:17,41.2,2639,94.3,90.48,32.1,32.2,32.7,32.5
2026-02-24 08:07:18,27.3,1846,85.3,90.45,33.4,31.1,29.9,34.3
2026-02-24 08:07:19,66.6,4430,91.5,90.42,31.1,31.8,33.7,32.1
2026-02-24 08:07:20,65.4,4114,92.6,90.41,31.4,31.7,34.9,33.7
2026-02-24 08:07:21,50,3008,93,90.38,33.3,31.7,32.7,33.1
2026-02-24 08:07:22,66.4,4207,97.9,90.35,30.7,32.4,33.9,34
2026-02-24 08:07:23,32,2024,91.5,90.3,30.8,32.3,31.8,34.4
2026-02-24 08:07:24,59.3,3369,87.3,90.28,34.3,28.2,34,32.6
2026-02-24 08:07:25,36.2,2460,100.4,90.26,30.1,32.2,32.1,34.3
2026-02-24 08:07:26,49.8,3037,108.5,90.26,33,32.2,32.4,34.1
2026-02-24 08:07:27,40.5,2420,90.2,90.23,33.5,31.5,32.2,32.8
2026-02-24 08:07:28,40.8,2172,97.6,90.2,33.6,33.4,33.4,35.4
2026-02-24 08:07:29,53.2,3536,98.5,90.17,32.1,31.1,33,34.4
2026-02-24 08:07:30,25.4,1407,97.5,90.15,32.3,32.3,32.8,32.2
2026-02-24 08:07:31,41.2,2442,89.6,90.13,32.5,33,31.3,32.8
2026-02-24 08:07:32,47.6,2848,96,90.11,32.5,32.3,32.7,33.6
2026-02-24 08:07:33,38.9,2317,99.4,90.08,32,31.8,33.4,33.6
2026-02-24 08:07:34,46.6,2963,109.9,90.04,31.4,30.6,34.7,33.9
2026-02-24 08:07:35,40.2,2683,94.4,90.03,32.3,33.3,34.3,31.7
2026-02-24 08:07:36,69.3,4319,92.4,90.03,33.1,31.1,33.6,35.6
2026-02-24 08:07:37,55.7,2901,86.3,90,32.4,33.2,33.6,34.1
2026-02-24 08:07:38,89.5,4647,92.1,90,32.1,32.9,32.8,34.4
2026-02-24 08:07:39,33.1,1876,96.2,89.98,32,32.8,31.9,32.9
2026-02-24 08:07:40,57.2,3378,96,89.96,30.4,31.7,33.4,32.8
2026-02-24 08:07:41,76.5,4545,86.6,89.93,33.1,29.3,32,33.6
2026-02-24 08:07:42,49.5,2552,92,89.9,32.4,32.8,32.8,33.7
2026-02-24 08:07:43,28.8,1524,85.5,89.88,32.6,31.5,35.1,33.6
2026-02-24 08:07:44,29.9,1248,94.4,89.85,32.4,30.7,31.5,32.1
2026-02-24 08:07:45,44.5,3462,92.5,89.8,32.1,30.6,32,34.5
2026-02-24 08:07:46,64.6,4040,99.3,89.78,32.8,31.3,33.6,30.2
2026-02-24 08:07:47,56.3,3376,92.9,89.75,33.1,31.5,34,34
2026-02-24 08:07:48,12.9,700,98,89.73,29.1,33.2,31.6,31.8
2026-02-24 08:07:49,34.5,1990,95.5,89.68,32.7,32.4,33.9,33.4
2026-02-24 08:07:50,44.9,2940,86.9,89.64,33.4,31.4,33.4,32.3
2026-02-24 08:07:51,23.1,1619,83.1,89.63,31.5,32.2,33.8,33.5
2026-02-24 08:07:52,55.4,3460,91.8,89.57,33,33.1,33.6,32.9
2026-02-24 08:07:53,8.1,909,105.2,89.53,33.9,31.2,34.2,32.7
2026-02-24 08:07:54,47.1,2283,96.6,89.51,33.7,33.5,32,34
2026-02-24 08:07:55,39.1,2015,95.1,89.51,30.2,31.3,34.7,34.5
2026-02-24 08:07:56,37.6,2250,95.8,89.49,28.6,31.7,33.8,33.1
2026-02-24 08:07:57,40.7,2487,99.7,89.43,32.2,32.2,34,31.9
2026-02-24 08:07:58,49.7,2822,102.1,89.4,32.6,33.2,34,33
2026-02-24 08:07:59,50.9,3413,97.8,89.39,32.6,34.1,33.1,29.7
2026-02-24 08:08:00,41.6,1883,99.8,89.37,33,33,32.7,32
2026-02-24 08:08:01,16.1,700,98.2,89.36,30.3,29.8,34.1,33.9
2026-02-24 08:08:02,23.4,1885,100.4,89.35,31.4,30.9,32.4,34.6
2026-02-24 08:08:03,23,1648,98.9,89.33,32.9,31.9,33,32.8
2026-02-24 08:08:04,56.4,2929,82.4,89.29,31,31.2,33.6,33.1
2026-02-24 08:08:05,41.3,2725,87.5,89.28,33.3,31.4,32.5,33.7
2026-02-24 08:08:06,49,3050,90.6,89.28,32.5,32.1,35.3,32.4
2026-02-24 08:08:07,21.6,897,91.9,89.22,34.6,30.9,32.5,33.9
2026-02-24 08:08:08,37,2328,103.8,89.19,32.3,31.3,35,33.9
2026-02-24 08:08:09,53.4,3472,94.3,89.17,32,32.8,33.6,36.4
2026-02-24 08:08:10,42.3,2239,98.4,89.16,32.7,28.1,33,33.5
2026-02-24 08:08:11,43.3,2754,90.4,89.15,30.2,32.2,31,32.4
2026-02-24 08:08:12,43.9,2263,93.1,89.15,33.2,30.9,31.4,33.9
2026-02-24 08:08:13,63.2,3951,90.9,89.11,32.9,32.4,34.1,32.7
2026-02-24 08:08:14,35.8,1853,91.1,89.07,34.4,31.1,33.3,32.1
2026-02-24 08:08:15,55.1,3193,102.7,89.04,34.1,31.6,30,30.8
2026-02-24 08:08:16,58.5,3197,93.9,89,32.2,32.8,32.6,32.3
2026-02-24 08:08:17,27.2,1841,94.2,88.97,32.5,33.1,32.4,32.8
2026-02-24 08:08:18,46.8,2765,91.7,88.96,31.3,32.6,31.5,31.9
2026-02-24 08:08:19,44.8,2838,88.4,88.96,33.8,30.2,33.2,30.9
2026-02-24 08:08:20,60.4,3809,90.8,88.92,32.1,33.1,32.5,33.3
2026-02-24 08:08:21,58.7,3521,84.7,88.92,30.7,30.9,31.9,33.1
2026-02-24 08:08:22,45,2673,91.9,88.88,33.4,35.2,34.8,34.4
2026-02-24 08:08:23,47,2940,87.5,88.86,33.3,33.4,33.3,35
2026-02-24 08:08:24,34.2,2229,99.1,88.85,33.1,33.5,30.5,34
2026-02-24 08:08:25,42,2515,101.1,88.85,33.2,34.2,34.2,33.1
2026-02-24 08:08:26,29.6,1902,85,88.85,32.9,31.9,32.6,32.9
2026-02-24 08:08:27,30.5,2070,84.2,88.83,33.2,31.1,34,32.3
2026-02-24 08:08:28,26.7,1806,89.1,88.82,32.3,31.6,33.4,32.9
2026-02-24 08:08:29,57.5,3843,91.6,88.79,34,32.7,32.2,32.8
2026-02-24 08:08:30,61.7,3135,92.8,88.76,32.5,32.8,34.1,33.6
2026-02-24 08:08:31,38.8,2431,96.8,88.74,33.4,32,32.8,32.1
2026-02-24 08:08:32,28.1,1732,85.9,88.68,31.3,32.5,31.7,32.2
2026-02-24 08:08:33,43.7,2392,93.5,88.67,30.2,33.3,32.5,33.8
2026-02-24 08:08:34,78.6,4490,88.2,88.67,32.6,31.2,32.8,33
2026-02-24 08:08:35,75.6,4693,88.4,88.64,31.1,32.5,33.2,32.1
2026-02-24 08:08:36,19.2,1045,95.3,88.6,29,29.7,31.8,33.8
2026-02-24 08:08:37,39.6,2298,92.7,88.6,32.5,32.4,33.9,32.3
2026-02-24 08:08:38,68,4232,96.3,88.57,32.9,33.3,33,32.5
2026-02-24 08:08:39,44.4,3007,87.1,88.54,33.3,32.8,32.8,33.5
2026-02-24 08:08:40,69,4760,92.5,88.53,30.9,31.9,31.2,35.2
2026-02-24 08:08:41,40,2631,90.9,88.49,31.7,32.9,32.8,29.9
2026-02-24 08:08:42,54.1,3847,98.1,88.49,34.1,34.1,33.4,33.9
2026-02-24 08:08:43,48.4,3285,91.8,88.47,32.7,31.9,32.3,34
2026-02-24 08:08:44,93.4,5704,87.2,88.44,31.6,29.2,31.3,35.3
2026-02-24 08:08:45,58.8,3604,96.3,88.38,33.8,32.5,33.9,33.7
2026-02-24 08:08:46,26.9,2193,95.2,88.38,32.3,32.9,32.6,32
2026-02-24 08:08:47,35.9,1850,96.9,88.38,31.1,32.6,32.6,33.9
2026-02-24 08:08:48,50.6,3055,93,88.38,30.9,34,33,32.6
2026-02-24 08:08:49,16.5,1048,87,88.38,32.2,31.3,32.2,32.5
2026-02-24 08:08:50,17.9,700,83.1,88.37,33,32.2,34.3,32.9
2026-02-24 08:08:51,28.2,1586,98.6,88.36,32.8,34,31.9,34.3
2026-02-24 08:08:52,39.8,2492,97.6,88.36,32.8,31.1,33,32.5
2026-02-24 08:08:53,63.6,2967,92.2,88.31,30.9,31.1,30.9,31.3
2026-02-24 08:08:54,40.9,2564,77.6,88.3,32.6,31.5,30.8,32.5
2026-02-24 08:08:55,47.4,2758,91.4,88.27,33,29.9,34,31
2026-02-24 08:08:56,44,2773,96.9,88.25,30,31.9,34.4,33
2026-02-24 08:08:57,34.4,2279,89.1,88.25,34.3,30.5,34.1,34.2
2026-02-24 08:08:58,65.4,4351,93.9,88.25,32.8,29.8,33.7,30.5
2026-02-24 08:08:59,28.6,1210,85.8,88.21,32.5,32.9,31.7,34.5
2026-02-24 08:09:00,41.6,2509,95.1,88.21,31.7,30.8,33.9,32.6
2026-02-24 08:09:01,39.8,2198,84,88.18,31.4,33.6,31.7,32.8
2026-02-24 08:09:02,53,3189,88.7,88.15,30.8,31.7,35,33.8
2026-02-24 08:09:03,69.1,4107,99.4,88.13,31.6,32.2,34.9,34.3
2026-02-24 08:09:04,52.7,2809,90.7,88.12,32.3,34.1,33.4,32
2026-02-24 08:09:05,65.7,3400,100.5,88.07,31.2,32.5,33.8,32.6
2026-02-24 08:09:06,56.4,4020,94.2,88.05,31.4,31.5,32.6,34.2
2026-02-24 08:09:07,35.6,1739,99.4,88.03,30.4,31.5,34.4,32.8
2026-02-24 08:09:08,46.2,2855,91.6,88.01,31,32.1,32.4,33.2
2026-02-24 08:09:09,65.6,3603,96.1,87.98,33.1,32.1,31.1,31.8
2026-02-24 08:09:10,21.6,1748,95.2,87.96,29.8,31.7,32.4,32.7
2026-02-24 08:09:11,49.9,2464,89.7,87.96,32,31.7,33.8,32.9
2026-02-24 08:09:12,42.6,2289,101.6,87.9,31.4,32.2,33.9,32.6
2026-02-24 08:09:13,58.2,3126,97.3,87.87,32,32.6,31.7,32.9
2026-02-24 08:09:14,56.3,3393,87.1,87.87,33.2,30.8,34.6,33.3
2026-02-24 08:09:15,49.5,2823,99.1,87.87,31.6,31,33.1,32.1
2026-02-24 08:09:16,67.4,4760,89.1,87.85,31.7,31.6,32.8,34.8
2026-02-24 08:09:17,22.1,1325,76.3,87.85,31.5,31.5,34.5,32.6
2026-02-24 08:09:18,58.7,3922,90.7,87.83,31.3,31.6,35.8,33.7
2026-02-24 08:09:19,21.3,1524,86.4,87.79,32.7,32,33.7,32.3
2026-02-24 08:09:20,53.8,3434,89.6,87.78,31.9,34,31,32.3
2026-02-24 08:09:21,46.3,2933,88.4,87.76,31.6,31.4,33.9,31.7
2026-02-24 08:09:22,59.5,3652,77.3,87.74,31.8,31.1,32.3,32
2026-02-24 08:09:23,46.2,2558,89,87.74,32,33.7,33.2,32.2
2026-02-24 08:09:24,21.5,1187,97.8,87.73,33.6,31.4,31.6,34.2
2026-02-24 08:09:25,14.9,1035,81.9,87.7,30.3,30.2,33.7,32.4
2026-02-24 08:09:26,53.1,2443,100.7,87.69,32.2,29.9,34.2,31.7
2026-02-24 08:09:27,43.9,2077,101.2,87.68,31.1,30.6,33.3,32.9
2026-02-24 08:09:28,36.4,2058,86.3,87.68,32.1,30.6,35.2,33.3
2026-02-24 08:09:29,40.3,1858,105.8,87.68,32.3,31.8,30.9,35.7
2026-02-24 08:09:30,34.9,2128,85.4,87.65,33.1,30.2,33.2,34.3
2026-02-24 08:09:31,42.6,2697,92.9,87.63,31.7,32.5,32.5,31.8
2026-02-24 08:09:32,31,2125,89.6,87.6,31.1,31,35.5,33.3
2026-02-24 08:09:33,15.3,1252,99.6,87.56,33.3,31.7,32.9,33.2
2026-02-24 08:09:34,41.7,2672,84.5,87.55,30.3,32.6,33.4,34.2
2026-02-24 08:09:35,60.7,3806,89.2,87.55,34.7,32.5,32.7,33.1
2026-02-24 08:09:36,73.2,4464,83.1,87.52,30.2,30.4,31.1,31.3
2026-02-24 08:09:37,45,2710,97,87.5,33.1,31.1,33.7,32.2
2026-02-24 08:09:38,43.8,2386,95.4,87.48,34,31.9,32.2,31.1
2026-02-24 08:09:39,59.4,4232,91.2,87.44,29.8,31.9,32.4,31.3
2026-02-24 08:09:40,45.8,2510,87.2,87.44,30,29.6,35.4,34.6
2026-02-24 08:09:41,38.5,2819,86.2,87.42,33.6,30.4,32,34.3
2026-02-24 08:09:42,18.9,1416,92.6,87.39,31.2,32.6,33.4,32.6
2026-02-24 08:09:43,26,2171,83.6,87.34,32.4,31.2,32.9,33.6
2026-02-24 08:09:44,51.1,3285,104.3,87.27,37.2,30,33.1,33.1
2026-02-24 08:09:45,23.1,1260,85.4,87.23,31.8,31.5,35.2,33.2
2026-02-24 08:09:46,60.7,3549,91.6,87.21,32.2,30.2,32.8,34.6
2026-02-24 08:09:47,24.8,1080,88.4,87.18,30.2,33.1,32.8,33.1
2026-02-24 08:09:48,42.1,2837,90.4,87.12,32.6,34.4,35.1,32.7
2026-02-24 08:09:49,45,2714,91.5,87.11,30,32.1,34.5,32.5
2026-02-24 08:09:50,44.8,2671,95.2,87.1,32.9,31.7,33.4,33.7
2026-02-24 08:09:51,47.3,2861,87,87.1,30,31.8,33.5,33.8
2026-02-24 08:09:52,54,3050,86.2,87.1,30.6,32.2,33.8,32.9
2026-02-24 08:09:53,43.1,2459,96.7,87.09,31,31.6,33.9,32.4
2026-02-24 08:09:54,41.3,2711,104.1,87.09,32.9,30.4,34.7,32.7
2026-02-24 08:09:55,47.4,3237,96.3,87.07,33.7,32.7,32.5,33.3
2026-02-24 08:09:56,38.5,2327,94.7,87.02,33.3,29.4,33.1,32.5
2026-02-24 08:09:57,68.1,4160,93.1,87.02,30.2,31.3,31.3,33.6
2026-02-24 08:09:58,12.4,814,92.5,87.02,31.6,31.7,34.6,34.5
2026-02-24 08:09:59,60.4,3681,80.4,86.99,31.2,31.7,33.6,33.4
2026-02-24 08:10:00,41.3,2405,95.4,86.99,30.3,33,29.8,31.9
2026-02-24 08:10:01,51.3,3250,89,86.99,32,30.1,33.9,33.9
2026-02-24 08:10:02,59.8,3800,93.8,86.97,33,30.4,34.1,33.2
2026-02-24 08:10:03,57.5,3511,101,86.94,32.4,31.4,33.6,34.3
2026-02-24 08:10:04,35.1,2272,91.2,86.94,33.9,33.4,34.3,32.7
2026-02-24 08:10:05,68.5,3939,95.5,86.92,32,30.1,33.3,31.3
2026-02-24 08:10:06,20.7,1300,87.7,86.9,31.5,33,32.7,31.7
2026-02-24 08:10:07,58,3666,100.4,86.87,32.2,31.8,32.3,33.2
2026-02-24 08:10:08,37.3,2206,100.6,86.87,31.5,32.7,31,34.3
2026-02-24 08:10:09,16.2,935,96.6,86.86,32.2,33.4,33.3,31.9
2026-02-24 08:10:10,17,880,96.8,86.83,31.7,31.4,31.9,33.1
2026-02-24 08:10:11,48.7,3094,93.8,86.79,32.2,31.9,32.7,34.2
2026-02-24 08:10:12,78.4,4780,94.3,86.78,31,31.1,31.7,32.6
2026-02-24 08:10:13,49.1,3748,95,86.78,32.3,29.8,35.2,32.3
2026-02-24 08:10:14,62,3680,91,86.77,33.6,32.6,31.5,33.6
2026-02-24 08:10:15,57.6,3489,88.7,86.76,29.6,32,35.1,32.3
2026-02-24 08:10:16,35.2,1809,90.2,86.7,31,31.2,33.1,30.6
2026-02-24 08:10:17,59.3,3824,95.2,86.62,32,34.3,34.1,33.7
2026-02-24 08:10:18,50.3,2926,89.7,86.6,30.8,32.1,32.3,32.8
2026-02-24 08:10:19,48.1,2926,80.4,86.6,33.1,32.2,32.9,31.6
2026-02-24 08:10:20,60,3884,96.4,86.56,31.8,30.5,32.3,32.4
2026-02-24 08:10:21,56.2,3830,93.4,86.55,32.6,33.1,30.8,31
2026-02-24 08:10:22,35.6,2062,87.9,86.55,32.1,30.7,34.3,31.6
2026-02-24 08:10:23,50.9,2947,90.6,86.55,29.7,30.9,35.3,33.5
2026-02-24 08:10:24,31.6,1958,94.4,86.52,30.1,31.6,31.7,32.9
2026-02-24 08:10:25,54.5,3633,101.9,86.52,32.3,33.9,33.3,32.9
2026-02-24 08:10:26,38.5,2345,98.4,86.52,31.8,31.5,32.1,32.1
2026-02-24 08:10:27,51.8,3166,88.4,86.5,33.1,32.6,32.6,33.3
2026-02-24 08:10:28,50.5,3266,106.8,86.48,33.1,30.8,32.5,33.1
2026-02-24 08:10:29,40.9,2676,99.8,86.45,29.9,32.5,33.4,35.1
2026-02-24 08:10:30,52,3446,94.9,86.4,31.8,33.5,33.1,31.6
2026-02-24 08:10:31,53.6,2630,94.3,86.37,32.7,32.6,33.2,33.1
2026-02-24 08:10:32,41.5,2135,89,86.37,32.9,32,32.8,33.1
2026-02-24 08:10:33,62.6,3402,95.3,86.35,32.9,33.1,33.6,36.4
2026-02-24 08:10:34,65.9,4067,96,86.31,32.6,31.5,33.1,33.8
2026-02-24 08:10:35,35.1,1699,91.3,86.3,34.4,31.6,33.3,33.3
2026-02-24 08:10:36,33.3,1929,94.8,86.3,30.3,31.1,35.8,33.9
2026-02-24 08:10:37,52.7,3289,86.8,86.28,30.4,32.4,32.8,31.9
2026-02-24 08:10:38,31.3,2460,99,86.23,30.8,31.8,32.6,32.9
2026-02-24 08:10:39,38.3,2226,91.5,86.2,33.2,32.1,32.8,34.3
2026-02-24 08:10:40,57,3414,81,86.17,34.2,34.3,31.8,33.2
2026-02-24 08:10:41,36.4,2255,89.3,86.17,32,31.2,34.6,30.6
2026-02-24 08:10:42,16.1,787,93.6,86.12,30.9,30.8,33,33.8
2026-02-24 08:10:43,55,2340,95.6,86.12,30.7,29.9,33.5,32.9
2026-02-24 08:10:44,21,1713,85.1,86.1,33,29.6,33,31.8
2026-02-24 08:10:45,24.7,1379,92.3,86.1,32.4,30.1,32.6,34.1
2026-02-24 08:10:46,0,700,91.4,86.09,32.4,34.3,32.4,34.2
2026-02-24 08:10:47,57.5,3536,89.1,86.08,29.4,33,32.3,33.3
2026-02-24 08:10:48,48.8,2743,86.3,86.04,29.5,33.1,35.4,32.5
2026-02-24 08:10:49,51.9,3390,83.8,86.03,32.3,30,31.8,33.7
2026-02-24 08:10:50,57.7,3326,93.4,86.03,34.4,32.8,34.1,34.5
